Cadena,Unidad de Negocio,Descripción Producto,Cód. Interno,Cód. Cadena,costo_Fabricación,Precio_Venta_Distribuidor,Mg_Declarado,Un_Semana_1 ,Un_Semana_2,Un_Semana_3,Un_Semana_4,Un_Semana_5,Un_Semana_6,Un_Semana_7,Un_Semana_8,Un_Semana_9,Un_Semana_10,Un_Semana_11,Un_Semana_12,Un_Semana_13,Un_Semana_14,Un_Semana_15,Un_Semana_16,Un_Semana_17,Un_Semana_18,Un_Semana_19,Un_Semana_20,Un_Semana_21,Un_Semana_22,Un_Semana_23,Un_Semana_24,Un_Semana_25,Un_Semana_26,Un_Semana_27,Un_Semana_28,Un_Semana_29,Un_Semana_30,Venta_Retail_sem_1 ,Venta_Retail_sem_2,Venta_Retail_sem_3,Venta_Retail_sem_4,Venta_Retail_sem_5,Venta_Retail_sem_6,Venta_Retail_sem_7,Venta_Retail_sem_8,Venta_Retail_sem_9,Venta_Retail_sem_10,Venta_Retail_sem_11,Venta_Retail_sem_12,Venta_Retail_sem_13,Venta_Retail_sem_14,Venta_Retail_sem_15,Venta_Retail_sem_16,Venta_Retail_sem_17,Venta_Retail_sem_18,Venta_Retail_sem_19,Venta_Retail_sem_20,Venta_Retail_sem_21,Venta_Retail_sem_22,Venta_Retail_sem_23,Venta_Retail_sem_24,Venta_Retail_sem_25,Venta_Retail_sem_26,Venta_Retail_sem_27,Venta_Retail_sem_28,Venta_Retail_sem_29,Venta_Retail_sem_30,Con_sem_1,Con_sem_2,Con_sem_3,Con_sem_4,Con_sem_5,Con_sem_6,Con_sem_7,Con_sem_8,Con_sem_9,Con_sem_10,Con_sem_11,Con_sem_12,Con_sem_13,Con_sem_14,Con_sem_15,Con_sem_16,Con_sem_17,Con_sem_18,Con_sem_19,Con_sem_20,Con_sem_21,Con_sem_22,Con_sem_23,Con_sem_24,Con_sem_25,Con_sem_26,Con_sem_27,Con_sem_28,Con_sem_29,Con_sem_30
Easy,Muebles Melamina,Set 1 Vel + 1 Respaldo Single Olmo,780642773909-6,1251319,16674.189999999999,29572.436974789915,0.43615772977335243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44990.33,34994.33,79981.09,0,42989.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16974.040000000005,9498.0400000000045,26469.410000000003,0,15477.95,0,0,0,0,0,0,0,0
Hites,Muebles Melamina,Set 1 Vel + 1 Respaldo Single Olmo,780642773909-6,793217001,16674.189999999999,29572.436974789915,0.43615772977335243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234.297394957983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Muebles Melamina,Set 1 Vel + 1 Respaldo Single Olmo,780642773909-6,579758999,16674.189999999999,29572.436974789915,0.43615772977335243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20713.288991596648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falabella,Muebles Melamina,Set 1 Vel + 1 Respaldo Single Olmo,780642773909-6,7253297,16674.189999999999,29572.436974789915,0.43615772977335243,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22284,0,0,0,0,11142,0,0,0,0,0,0,0,11142,0,11142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16682.195126050417,0,0,0,0,-8341.0975630252087,0,0,0,0,0,0,0,-8341.0975630252087,0,-8341.0975630252087,0,0,0,0,0,0,0
Sodimac,Muebles Melamina,Set 1 Vel + 1 Respaldo Single Olmo,780642773909-6,5930227,16674.189999999999,29572.436974789915,0.43615772977335243,1,0,0,2,1,0,1,0,-1,1,2,2,0,0,0,1,0,1,0,0,2,3,0,2,3,1,4,1,4,8,33605,0,0,67210,33605,0,33605,0,-33605,33605,75614,71412,0,0,0,42008,0,38345,0,0,75614,113421,0,58806,88209,29403,96604,29403,100808,197411,8458.9612605042057,0,0,16917.922521008411,8458.9612605042057,0,8458.9612605042057,0,-8458.9612605042057,8458.9612605042057,23203.267058823534,20060.594789915973,0,0,0,14743.557899159667,0,12004.003277310927,0,0,23203.267058823534,34804.900588235309,0,10632.577983193281,15948.866974789926,5316.2889915966407,5553.2904201680794,5316.2889915966407,8697.4584873949789,14250.001008403371
La Polar,Colchones,RESPALDO LEGNO SINGLE CICM,780642766918-8,27085300,12121.36,30311.932773109245,0.60011259952538309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79979.899999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35574.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy,Colchones,RESPALDO LEGNO SINGLE CICM,780642766918-8,1401063,12121.36,30311.932773109245,0.60011259952538309,1,-1,0,0,0,0,1,0,-1,-1,0,0,1,0,2,-2,2,2,0,0,0,0,0,3,0,0,0,0,0,0,34989.57,30989.98,0,0,63980.35,0,32990.370000000003,0,32990.370000000003,32990.370000000003,0,0,29989.19,0,59980.76,-59979.57,59979.57,59980.76,0,0,0,0,0,98969.919999999998,0,0,0,0,0,0,14047.310000000001,35298.740000000005,0,0,47850.85,0,12552.110000000004,0,36794.83,36794.83,0,0,10307.529999999999,0,20616.840000000004,-20615.949999999997,20615.949999999997,20616.840000000004,0,0,0,0,0,37655.440000000002,0,0,0,0,0,0
Sodimac,Colchones,RESPALDO LEGNO SINGLE CICM,780642766918-8,7409311,12121.36,30311.932773109245,0.60011259952538309,0,0,0,0,0,4,0,1,0,0,0,1,2,-1,1,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,109211,0,25202,0,0,0,25202,67210,-33605,32765,29488,0,0,0,29403,0,29403,0,0,0,0,88210,0,0,0,0,0,0,0,0,33193.375126050421,0,6727.1946218487428,0,0,0,6727.1946218487428,26023.582521008408,-13011.791260504204,12383.555966386557,9932.69042016807,0,0,0,9869.1189915966388,0,9869.1189915966388,0,0,0,0,29608.104873949589,0,0,0
Falabella,Colchones,RESPALDO LEGNO SINGLE CICM,780642766918-8,16879160,12121.36,30311.932773109245,0.60011259952538309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17787.127394957981,0,0,0,0,0,0,0
Paris,Colchones,RESPALDO LEGNO SINGLE CICM,780642766918-8,529450999,12121.36,30311.932773109245,0.60011259952538309,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35574.254789915962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripley,Colchones,RESPALDO LEGNO SINGLE CICM,780642766918-8,39782296,12121.36,30311.932773109245,0.60011259952538309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39989.949999999997,0,-39989.949999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17787.09,0,-17787.09,0,0,0,0,0,0,0
Ripley,Colchones,RESPALDO ESPRESSO SINGLE CICM,780642766921-8,39782293,11764.74,30311.932773109245,0.61187760318481221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79979.899999999994,0,0,0,38940.370000000003,0,36549.660000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36287.42,0,0,0,17358.730000000003,0,15570.720000000003,0,0,0,0,0
La Polar,Colchones,RESPALDO ESPRESSO SINGLE CICM,780642766921-8,27085334,11764.74,30311.932773109245,0.61187760318481221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32990.370000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12908.730000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hites,Colchones,RESPALDO ESPRESSO SINGLE CICM,780642766921-8,922214001,11764.74,30311.932773109245,0.61187760318481221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11412.654957983197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,RESPALDO ESPRESSO SINGLE CICM,780642766921-8,7409303,11764.74,30311.932773109245,0.61187760318481221,0,1,6,0,2,0,0,3,4,0,5,0,0,1,0,46,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24361,146168,0,52924,0,0,73084,97445,0,121807,0,0,8395,0,1269600,0,0,0,0,0,29403,0,0,0,0,0,0,0,29403,0,6454.8314285714314,38730.484369747908,0,16052.335126050424,0,0,19365.242184873954,25820.073613445384,0,32275.652941176479,0,0,-5486.1265546218483,0,408354.7331092438,0,0,0,0,0,10225.73899159664,0,0,0,0,0,0,0,10225.73899159664
Sodimac,Colchones,RESPALDO ENIO SINGLE CICM,780642766938-6,7409257,14904.61,33269.915966386558,0.55200938844995862,0,0,1,-1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,29403,-29403,0,0,29403,0,0,0,0,31084,0,31084,0,0,0,0,153101,0,0,0,0,0,0,33605,63848,0,0,0,0,0,7085.8689915966388,-7085.8689915966388,0,0,7085.8689915966388,0,0,0,0,8343.0874789915979,0,8343.0874789915979,0,0,0,0,39981.059243697484,0,0,0,0,0,0,10228.541260504204,17942.645546218489,0,0,0
Ripley,Colchones,RESPALDO ENIO SINGLE CICM,780642766938-6,39782290,14904.61,33269.915966386558,0.55200938844995862,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39989.949999999997,34989.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15003.84,11264.060000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Polar,Colchones,RESPALDO ENIO SINGLE CICM,780642766938-6,27085369,14904.61,33269.915966386558,0.55200938844995862,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73979.92,0,73979.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25520.300000000003,0,25520.300000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,RESPALDO ENIO SINGLE CICM,780642766938-6,529498999,14904.61,33269.915966386558,0.55200938844995862,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33793.144789915968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walmart,Colchones,Colchon Little Dreams,780642755971-7,810620,12565.2,35707.142857142862,0.64810402080416085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,7,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47588.1,0,0,47588.1,0,0,0,0,0,458019.1,333116.7,95176.2,0,95176.2,0,142764.29999999999,95176.2,0,0,0,0,0,0,0,0,0,0,0,0,0,23025.899999999998,0,0,23025.899999999998,0,0,0,0,0,204334.89999999997,161181.29999999999,46051.799999999996,0,46051.799999999996,0,69077.7,46051.799999999996,0
Easy,Colchones,Colchon Little Dreams,780642755971-7,1172605,12565.2,35707.142857142862,0.64810402080416085,5,4,0,6,2,0,3,1,2,3,-1,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185960.11,131980.51999999999,0,239939.7,79979.899999999994,0,105980.21,39989.949999999997,239939.7,119969.85,39989.949999999997,39989.949999999997,79979.899999999994,89971.14,0,89999.7,0,0,0,0,26000.31,0,0,0,0,0,0,0,0,0,76253.41,48447.319999999992,0,104059.50000000003,34686.5,0,41566.910000000003,17343.25,154320.30000000005,52029.750000000015,42473.65,17343.25,34686.5,29593.739999999991,0,67310.7,0,0,0,0,6880.4100000000035,0,0,0,0,0,0,0,0,0
Falabella,Colchones,Colchon Little Dreams,780642755971-7,5590865,12565.2,35707.142857142862,0.64810402080416085,2,0,0,-1,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,55980,0,0,-27990,32990,0,0,0,0,107345,29990,0,0,0,0,34990,0,0,0,0,0,0,0,49990,0,0,49990,0,0,0,16736.994957983195,0,0,-8368.4974789915977,12107.993277310925,0,0,0,0,30022.435294117648,9864.2957983193264,0,0,0,0,13603.791596638657,0,0,0,0,0,0,0,24822.278991596646,0,0,24822.278991596646,0,0,0
Abcdin,Colchones,Colchon Little Dreams,780642755971-7,19325466,12565.2,35707.142857142862,0.64810402080416085,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36989.96,0,0,0,0,0,0,0,0,0,0,0,36989.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15099.560000000001,0,0,0,0,0,0,0,0,0,0,0,15099.560000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Polar,Colchones,Colchon Little Dreams,780642755971-7,19325466,12565.2,35707.142857142862,0.64810402080416085,4,0,3,1,1,2,5,3,6,4,3,4,5,7,2,5,2,1,1,0,3,6,-1,2,1,2,1,0,3,0,147959.84,0,110969.88,36989.96,36989.96,73979.92,184949.8,110969.88,221940.95,147959.84,110969.88,147959.84,184949.8,258929.72,73979.92,184949.8,73979.92,39989.949999999997,39989.949999999997,0,119969.85,242940.88,-39988.76,75980.31,39989.949999999997,79979.899999999994,39989.949999999997,0,119969.85,0,60398.240000000005,0,45298.680000000008,15099.560000000001,15099.560000000001,30199.120000000003,75497.799999999988,45298.680000000008,90598.250000000029,60398.240000000005,45298.680000000008,60398.240000000005,75497.799999999988,105696.92,30199.120000000003,75497.799999999988,30199.120000000003,17343.25,17343.25,0,52029.750000000015,106304.07999999999,-17342.36,31695.21,17343.25,34686.5,17343.25,0,52029.750000000015,0
Paris,Colchones,Colchon Little Dreams,780642755971-7,109419999,12565.2,35707.142857142862,0.64810402080416085,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39990,39990,34990,0,0,0,34990,64980,64980,0,69980,0,0,39990,0,106973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17343.287394957981,17343.287394957981,13603.791596638657,0,0,0,13603.791596638657,23468.087394957991,23468.087394957991,0,27207.583193277314,0,0,17343.287394957981,0,42309.416806722686,0,0,0,0,0,0,0,0
Hites,Colchones,Colchon Little Dreams,780642755971-7,737925001,12565.2,35707.142857142862,0.64810402080416085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35990,0,0,0,0,0,0,0,0,0,0,0,0,0,17343.287394957981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14351.690756302523,0,0,0,0,0,0
Falabella,Colchones,Velador New Villarrica,780642762176-6,8389557,19900.2,36967.394957983197,0.4616823819309317,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11426,0,0,0,0,0,0,0,11426,0,0,0,0,0,0,0,0,11426,0,0,0,0,0,0,0,0,0,0,0,0,-31254.904201680671,0,0,0,0,0,0,0,-31254.904201680671,0,0,0,0,0,0,0,0,-31254.904201680671
Sodimac,Colchones,RESPALDO MUNICH OLIVO SINGLE,780642767256-0,7525117,20167.89,36967.394957983197,0.45444113595446367,2,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63849,0,0,0,0,0,-63849,0,31924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37807,0,0,0,0,0,7416.8334453781572,0,0,0,0,0,-7416.8334453781572,0,3708.0427731092459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8107.9335294117664,0,0,0,0,0
Hites,Colchones,RESPALDO MUNICH OLIVO SINGLE,780642767256-0,935380001,20167.89,36967.394957983197,0.45444113595446367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9740.597394957982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hites,Colchones,Velador New Villarrica,780642762176-6,810488001,19900.2,36967.394957983197,0.4616823819309317,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39990,0,0,39990,0,0,0,77186,0,79980,0,0,0,39990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10008.287394957981,0,0,10008.287394957981,0,0,0,17926.944537815129,0,20016.574789915961,0,0,0,10008.287394957981,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,Velador New Villarrica,780642762176-6,5922909,19900.2,36967.394957983197,0.4616823819309317,0,0,0,1,0,2,0,2,-1,13,5,-2,0,2,0,0,1,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,0,33605,0,67210,0,67210,-33605,562916,168025,-67210,0,46210,0,0,33605,0,0,0,75613,0,0,0,0,75613,33605,55387,0,0,0,0,0,5232.9512605042037,0,10465.902521008407,0,10465.902521008407,-5232.9512605042037,162301.80336134459,26164.756302521011,-10465.902521008407,0,-5239.9798319327674,0,0,5232.9512605042037,0,0,0,16750.499159663865,0,0,0,0,16750.499159663865,5232.9512605042037,1623.490756302519,0,0
Easy,Colchones,Velador New Villarrica,780642762176-6,1273064,19900.2,36967.394957983197,0.4616823819309317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311921.61,-71981.91,59990.28,79979.899999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74084.31,-14034.810000000005,5066.2799999999988,20016.5,0,0,0,0,0
Paris,Colchones,Velador New Villarrica,780642762176-6,831572999,19900.2,36967.394957983197,0.4616823819309317,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49990,0,0,0,0,0,0,0,0,0,20016.574789915961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17487.278991596646,0,0,0,0,0
Sodimac,Colchones,RESPALDO VILLARRICA OLIVO SINGLE,780642767246-1,7525249,19090.97,36967.394957983197,0.48357275318700105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37807,0,0,0,0,0,36966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9184.8535294117646,0,0,0,0,0,8555.8703361344524,0,0
Ripley,Colchones,RESPALDO VILLARRICA NEGRO SINGLE,780642767332-1,40045898,18688.490000000002,36967.394957983197,0.49446018521886198,2,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,67210,42008,33605,42008,0,0,0,0,0,0,42008,84016,0,0,0,30244,176428,0,44529,0,0,0,0,0,0,0,0,0,0,0,12889.322521008406,12729.257899159664,6444.6612605042028,12729.257899159664,0,0,0,0,0,0,12729.257899159664,25458.515798319328,0,0,0,3930.97218487395,38507.902941176464,0,14614.711680672266,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,RESPALDO VILLARRICA NEGRO SINGLE,780642767332-1,17082307,18688.490000000002,36967.394957983197,0.49446018521886198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44990,0,0,0,0,0,0,0,0,59715,0,0,0,0,0,0,0,0,49990,0,0,0,0,0,0,0,0,0,0,0,14959.493193277314,0,0,0,0,0,0,0,0,25972.308319327738,0,0,0,0,0,0,0,0,18698.988991596645,0
Falabella,Colchones,RESPALDO MUNICH NEGRO SINGLE,780642767337-6,17082449,18642.71,36967.394957983197,0.49569857380567028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44990,0,44990,44990,0,0,0,0,0,0,0,0,54990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15005.273193277317,0,15005.273193277317,15005.273193277317,0,0,0,0,0,0,0,0,22484.264789915971,0,0,0,0,0
Hites,Colchones,RESPALDO MUNICH NEGRO SINGLE,780642767337-6,935308001,18642.71,36967.394957983197,0.49569857380567028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11265.777394957982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripley,Colchones,RESPALDO MUNICH NEGRO SINGLE,780642767337-6,40045994,18642.71,36967.394957983197,0.49569857380567028,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33605,0,0,0,42008,0,39954,0,0,0,0,0,0,0,0,0,42008,42008,0,0,0,0,0,0,0,0,0,0,0,0,6490.4412605042053,0,0,0,12775.037899159666,0,11238.853025210086,0,0,0,0,0,0,0,0,0,12775.037899159666,12775.037899159666,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,RESPALDO MUNICH NEGRO SINGLE,780642767337-6,7525133,18642.71,36967.394957983197,0.49569857380567028,1,1,1,1,1,3,-2,0,0,1,1,0,1,0,1,0,0,0,-1,0,0,2,4,0,1,0,0,0,4,0,31924,31924,31924,31924,36126,95773,-63849,0,0,31924,42008,0,42008,0,42008,0,0,0,-42008,0,0,75613,151227,0,6714,0,0,0,119617,0,5233.2227731092462,5233.2227731092462,5233.2227731092462,5233.2227731092462,8375.8950420168076,15700.416218487408,-10467.193445378158,0,0,5233.2227731092462,12775.037899159666,0,12775.037899159666,0,12775.037899159666,0,0,0,-12775.037899159666,0,0,19265.479159663868,38531.706218487408,0,-13621.315042016806,0,0,0,14890.613781512613,0
Paris,Colchones,RESPALDO MUNICH NEGRO SINGLE,780642767337-6,680966999,18642.71,36967.394957983197,0.49569857380567028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15005.273193277317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hites,Colchones,RESPALDO MUNICH MOSTAZA SINGLE,780642767254-6,935356001,18400.740000000002,36967.394957983197,0.50224407154158102,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11507.74739495798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,RESPALDO MUNICH MOSTAZA SINGLE,780642767254-6,17082473,18400.740000000002,36967.394957983197,0.50224407154158102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15247.243193277314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripley,Colchones,RESPALDO MUNICH MOSTAZA SINGLE,780642767254-6,40046124,18400.740000000002,36967.394957983197,0.50224407154158102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49989.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18986.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,RESPALDO MUNICH ALPINO SINGLE,780642767258-4,7525176,18260.27,36967.394957983197,0.50604390650857445,2,0,3,0,2,5,1,2,0,0,3,1,0,0,1,1,0,0,1,1,0,1,0,0,-1,0,0,0,1,0,63849,0,84857,0,63848,163824,31924,63849,0,0,99134,42008,0,0,42008,42008,0,0,37807,37807,0,37807,0,0,-37807,0,0,0,36966,0,11232.073445378155,0,8683.6689915966417,0,11231.32554621849,31222.481932773109,5615.6627731092449,11232.073445378155,0,0,19361.425294117653,13157.477899159665,0,0,13157.477899159665,13157.477899159665,0,0,10015.553529411765,10015.553529411765,0,10015.553529411765,0,0,-10015.553529411765,0,0,0,9386.5703361344531,0
